"id","clave","descripcion"
"catalogos_materiales_peligrosos565","1248","PROPIONATO DE METILO"
"catalogos_materiales_peligrosos566","1249","METILPROPILCETONA"
"catalogos_materiales_peligrosos567","1250","METILTRICLOROSILANO"
"catalogos_materiales_peligrosos568","1251","METILVINILCETONA ESTABILIZADA"
"catalogos_materiales_peligrosos569","1259","NIQUEL CARBONILO"
"catalogos_materiales_peligrosos570","1261","NITROMETANO"
"catalogos_materiales_peligrosos571","1262","OCTANOS"
"catalogos_materiales_peligrosos572","1263","PINTURA (incluye pintura laca esmalte colorante goma laca barniz betún encáustico apresto líquido y base líquida para lacas base solvente) o PRODUCTOS PARA PINTURA (incluye compuestos disolventes o reductores de pintura)"
"catalogos_materiales_peligrosos573","1264","PARALDEHIDO"
"catalogos_materiales_peligrosos574","1265","PENTANOS líquidos"
"catalogos_materiales_peligrosos575","1266","PRODUCTOS DE PERFUMERIA que contengan disolventes inflamables"
"catalogos_materiales_peligrosos576","1267","PETROLEO BRUTO"
"catalogos_materiales_peligrosos577","1268","DESTILADOS DE PETROLEO N.E.P. o PRODUCTOS DE PETROLEO N.E.P."
"catalogos_materiales_peligrosos578","1272","ACEITE DE PINO"
"catalogos_materiales_peligrosos579","1274","n-PROPANOL (ALCOHOL PROPILICO NORMAL)"
"catalogos_materiales_peligrosos580","1275","PROPIONALDEHIDO"
"catalogos_materiales_peligrosos581","1276","ACETATO DE n-PROPILO"
"catalogos_materiales_peligrosos582","1277","PROPILAMINA"
"catalogos_materiales_peligrosos583","1278","1-CLOROPROPANO"
"catalogos_materiales_peligrosos584","1279","12-DICLOROPROPANO"
"catalogos_materiales_peligrosos585","1280","OXIDO DE PROPILENO"
"catalogos_materiales_peligrosos586","1281","FORMIATOS DE PROPILO"
"catalogos_materiales_peligrosos587","1282","PIRIDINA"
"catalogos_materiales_peligrosos588","1286","ACEITE DE COLOFONIA"
"catalogos_materiales_peligrosos589","1287","DISOLUCION DE CAUCHO"
"catalogos_materiales_peligrosos590","1288","ACEITE DE ESQUISTO"
"catalogos_materiales_peligrosos591","1289","METILATO SODICO EN SOLUCION alcohólica"
"catalogos_materiales_peligrosos592","1292","SILICATO DE TETRAETILO"
"catalogos_materiales_peligrosos593","1293","TINTURAS MEDICINALES"
"catalogos_materiales_peligrosos594","1294","TOLUENO"
"catalogos_materiales_peligrosos595","1295","TRICLOROSILANO"
"catalogos_materiales_peligrosos596","1296","TRIETILAMINA"
"catalogos_materiales_peligrosos597","1297","TRIMETILAMINA EN SOLUCION ACUOSA con un máximo de 50% en masa de trimetilamina"
"catalogos_materiales_peligrosos598","1298","TRIMETILCLOROSILANO"
"catalogos_materiales_peligrosos599","1299","TREMENTINA"
"catalogos_materiales_peligrosos600","1300","SUCEDANEO DE TREMENTINA"
"catalogos_materiales_peligrosos601","1301","ACETATO DE VINILO ESTABILIZADO"
"catalogos_materiales_peligrosos602","1302","VINIL ETIL ETER ESTABILIZADO"
"catalogos_materiales_peligrosos603","1303","CLORURO DE VINILIDENO ESTABILIZADO"
"catalogos_materiales_peligrosos604","1304","VINIL ISOBUTIL ETER ESTABILIZADO"
"catalogos_materiales_peligrosos605","1305","VINILTRICLOROSILANO"
"catalogos_materiales_peligrosos606","1306","PRODUCTOS LÍQUIDOS PARA LA CONSERVACIÓN 
DE LA MADERA"
"catalogos_materiales_peligrosos607","1307","XILENOS"
"catalogos_materiales_peligrosos608","1308","CIRCONIO EN SUSPENSION EN UN LIQUIDO INFLAMABLE"
"catalogos_materiales_peligrosos609","1309","ALUMINIO EN POLVO RECUBIERTO"
"catalogos_materiales_peligrosos610","1310","PICRATO AMONICO HUMEDECIDO con un mínimo de 10% en masa de agua"
"catalogos_materiales_peligrosos611","1312","BORNEOL"
"catalogos_materiales_peligrosos612","1313","RESINATO DE CALCIO"
"catalogos_materiales_peligrosos613","1314","RESINATO DE CALCIO FUNDIDO"
"catalogos_materiales_peligrosos614","1318","RESINATO DE COBALTO PRECIPITADO"
"catalogos_materiales_peligrosos615","1320","DINITROFENOL HUMEDECIDO con un mínimo de 15% en masa de agua"
"catalogos_materiales_peligrosos616","1321","DINITROFENOLATOS HUMEDECIDOS con no menos de 15% en masa de agua"
"catalogos_materiales_peligrosos617","1322","DINITRORRESORCINOL (DINITRORRESORCINA) HUMEDECIDO con un mínimo de 15% en masa de agua"
"catalogos_materiales_peligrosos618","1323","FERROCERIO"
"catalogos_materiales_peligrosos619","1324","PELICULAS DE SOPORTE NITROCELULOSICO revestido de gelatina con exclusión de los desechos"
"catalogos_materiales_peligrosos620","1325","SOLIDO INFLAMABLE ORGANICO N.E.P."
"catalogos_materiales_peligrosos621","1326","HAFNIO EN POLVO HUMEDECIDO con un mínimo de 25% de agua (debe haber un exceso visible de agua): a) producido mecánicamente en partículas de menos de 53 micrones; b) producido químicamente en partículas de menos de 840 micrones"
"catalogos_materiales_peligrosos622","1327","HENO PAJA o RASTROJO húmeda mojada o contaminados con aceite."
"catalogos_materiales_peligrosos623","1328","HEXAMETILENOTETRAMINA"
"catalogos_materiales_peligrosos624","1330","RESINATO DE MANGANESO"
"catalogos_materiales_peligrosos625","1331","FOSFOROS DISTINTOS DE LOS DE SEGURIDAD"
"catalogos_materiales_peligrosos626","1332","METALDEHIDO"
"catalogos_materiales_peligrosos627","1333","CERIO en placas lingotes o barras"
"catalogos_materiales_peligrosos628","1334","NAFTALENO BRUTO o NAFTALENO REFINADO"
"catalogos_materiales_peligrosos629","1336","NITROGUANIDINA (PICRITA) HUMEDECIDA con no menos de 20% en masa de agua"
"catalogos_materiales_peligrosos630","1337","NITROALMIDON HUMEDECIDO con no menos de 20% en masa de agua"
"catalogos_materiales_peligrosos631","1338","FOSFORO AMORFO"
"catalogos_materiales_peligrosos632","1339","HEPTASULFURO DE FOSFORO que no contenga fósforo blanco o amarillo"
"catalogos_materiales_peligrosos633","1340","PENTASULFURO DE FOSFORO que no contenga fósforo blanco o amarillo"
"catalogos_materiales_peligrosos634","1341","SESQUISULFURO DE FOSFORO que no contenga fósforo blanco o amarillo"
"catalogos_materiales_peligrosos635","1343","TRISULFURO DE FOSFORO que no contenga fósforo blanco o amarillo"
"catalogos_materiales_peligrosos636","1344","TRINITROFENOL HUMEDECIDO con no menos de 30% en masa de agua"
"catalogos_materiales_peligrosos637","1345","DESECHOS DE CAUCHO o RECORTES DE CAUCHO en polvo o en gránulos de 840 micrones como máximo y que contienen más de 45% de caucho"
"catalogos_materiales_peligrosos638","1346","SILICIO EN POLVO AMORFO"
"catalogos_materiales_peligrosos639","1347","PICRATO DE PLATA HUMEDECIDO con no menos de 30% en masa de agua"
"catalogos_materiales_peligrosos640","1348","DINITRO-o-CRESOLATO DE SODIO HUMEDECIDO con no menos de 15% en masa de agua"
"catalogos_materiales_peligrosos641","1349","PICRAMATO DE SODIO HUMEDECIDO con no menos de 20% en masa de agua"
"catalogos_materiales_peligrosos642","1350","AZUFRE"
"catalogos_materiales_peligrosos643","1352","TITANIO EN POLVO HUMEDECIDO con no menos de 25% de agua (debe haber un exceso visible de agua): a) producido mecánicamente en partículas de menos de 53 micrones; b) producido químicamente en partículas de menos de 840 micrones"
"catalogos_materiales_peligrosos644","1353","FIBRAS o TEJIDOS IMPREGNADOS DE NITROCELULOSA POCO NITRADA N.E.P."
"catalogos_materiales_peligrosos645","1354","TRINITROBENCENO HUMEDECIDO con no menos de 30% en masa de agua"
"catalogos_materiales_peligrosos646","1355","ACIDO TRINITROBENZOICO HUMEDECIDO con no menos de 30% en masa de agua"
"catalogos_materiales_peligrosos647","1356","TRINITROTOLUENO (TNT) HUMEDECIDO con no menos de 30% en masa de agua"
"catalogos_materiales_peligrosos648","1357","NITRATO DE UREA HUMEDECIDO con no menos de 20% en masa de agua"
"catalogos_materiales_peligrosos649","1358","CIRCONIO EN POLVO HUMEDECIDO con no menos de 25% de agua (debe haber un exceso visible de agua): a) producido mecánicamente en partículas de menos de 53 micrones; b) producido químicamente en partículas de menos de 840 micrones"
"catalogos_materiales_peligrosos650","1360","FOSFURO DE CALCIO"
"catalogos_materiales_peligrosos651","1361","CARBON animal o vegetal"
"catalogos_materiales_peligrosos652","1362","CARBON ACTIVADO"
"catalogos_materiales_peligrosos653","1363","COPRA"
"catalogos_materiales_peligrosos654","1364","DESECHOS DE ACEITE DE ALGODÓN"
"catalogos_materiales_peligrosos655","1365","ALGODÓN HUMEDO"
"catalogos_materiales_peligrosos656","1369","p-NITROSODIMETILANILINA"
"catalogos_materiales_peligrosos657","1372","FIBRAS DE ORIGEN ANIMAL o FIBRAS DE ORIGEN VEGETAL quemadas húmedas o mojadas"
"catalogos_materiales_peligrosos658","1373","FIBRAS o TEJIDOS DE ORIGEN ANIMAL o VEGETAL o SINTETICOS N.E.P. impregnados de aceite"
"catalogos_materiales_peligrosos659","1374","HARINA DE PESCADO (DESECHOS DE PESCADO) NO ESTABILIZADA"
"catalogos_materiales_peligrosos660","1376","OXIDO DE HIERRO AGOTADO o HIERRO ESPONJOSO AGOTADO procedentes de la purificación de gas de hulla"
"catalogos_materiales_peligrosos661","1378","CATALIZADOR DE METAL HUMEDECIDO con un exceso visible de líquido"
"catalogos_materiales_peligrosos662","1379","PAPEL TRATADO CON ACEITES NO SATURADOS no seco (incluso el papel carbón)"
"catalogos_materiales_peligrosos663","1380","PENTABORANO"
"catalogos_materiales_peligrosos664","1381","FOSFORO BLANCO o AMARILLO SECO o BAJO AGUA o EN SOLUCION"
"catalogos_materiales_peligrosos665","1382","SULFURO DE POTASIO ANHIDRO o SULFURO POTASICO con menos de 30% de agua de cristalización"
"catalogos_materiales_peligrosos666","1383","METAL  PIROFÓRICO   N.E.P..  o ALEACIÓN PIROFÓRICA N.E.P."
"catalogos_materiales_peligrosos667","1384","DITIONITO DE SODIO (hidrosulfito de sodio)"
"catalogos_materiales_peligrosos668","1385","SULFURO SÓDICO ANHIDRO o SULFURO SÓDICO con menos del  30% de agua de cristalización."
"catalogos_materiales_peligrosos669","1386","TORTA OLEAGINOSA con más de 15% de aceite y un máximo de 11% de humedad"
"catalogos_materiales_peligrosos670","1387","DESECHOS DE LANA HUMEDOS"
"catalogos_materiales_peligrosos671","1389","METAL ALCALINO AMALGAMAS DE"
"catalogos_materiales_peligrosos672","1390","AMIDAS DE METALES ALCALINOS"
"catalogos_materiales_peligrosos673","1391","METALES ALCALINOS DISPERSIÓN DE o METALES ALCALINOTERREOS DISPERSIÓN DE"
"catalogos_materiales_peligrosos674","1392","METALES ALCALINOTERREOS AMALGAMA DE"
"catalogos_materiales_peligrosos675","1393","METALES  ALCALINOTERREOS ALEACIÓN DE N.E.P."
"catalogos_materiales_peligrosos676","1394","CARBURO ALUMINICO"
"catalogos_materiales_peligrosos677","1395","ALUMINIO FERROSILICIO EN POLVO"
"catalogos_materiales_peligrosos678","1396","ALUMINIO EN POLVO NO RECUBIERTO"
"catalogos_materiales_peligrosos679","1397","FOSFURO DE ALUMINIO"
"catalogos_materiales_peligrosos680","1398","ALUMINIO SILICIO EN POLVO NO RECUBIERTO"
"catalogos_materiales_peligrosos681","1400","BARIO"
"catalogos_materiales_peligrosos682","1401","CALCIO"
"catalogos_materiales_peligrosos683","1402","CARBURO CALCICO"
"catalogos_materiales_peligrosos684","1403","CIANAMIDA DE CALCIO con más de 01% de carburo de calcio"
"catalogos_materiales_peligrosos685","1404","HIDRURO DE CALCIO"
"catalogos_materiales_peligrosos686","1405","SILICATO DE CALCIO"
"catalogos_materiales_peligrosos687","1407","CESIO"
"catalogos_materiales_peligrosos688","1408","FERROSILICIO con el 30% o más pero menos de 90% de silicio"
"catalogos_materiales_peligrosos689","1409","HIDRUROS METALICOS QUE REACCIONAN CON EL AGUA N.E.P."
"catalogos_materiales_peligrosos690","1410","HIDRURO DE LITIO Y ALUMINIO"
"catalogos_materiales_peligrosos691","1411","HIDRURO ETEREO DE LITIO Y ALUMINIO"
"catalogos_materiales_peligrosos692","1413","BOROHIDRURO DE LITIO"
"catalogos_materiales_peligrosos693","1414","HIDRURO DE LITIO"
"catalogos_materiales_peligrosos694","1415","LITIO"
"catalogos_materiales_peligrosos695","1417","SILICATO DE LITIO (LIITIOSILICIO)"
"catalogos_materiales_peligrosos696","1418","MAGNESIO EN POLVO o ALEACIONES DE MAGNESIO EN POLVO"
"catalogos_materiales_peligrosos697","1419","FOSFURO DE MAGNESIO Y ALUMINIO"
"catalogos_materiales_peligrosos698","1420","POTASIO METALICO ALEACIONES LIQUIDAS DE"
"catalogos_materiales_peligrosos699","1421","METALES ALCALINOS ALEACION LIQUIDA DE  N.E.P."
"catalogos_materiales_peligrosos700","1422","POTASIO Y SODIO ALEACIONES DE"
"catalogos_materiales_peligrosos701","1423","RUBIDIO"
"catalogos_materiales_peligrosos702","1426","BOROHIDRURO DE SODIO"
"catalogos_materiales_peligrosos703","1427","HIDRURO DE SODIO"
"catalogos_materiales_peligrosos704","1428","SODIO"
"catalogos_materiales_peligrosos705","1431","METILATO DE SODIO"
"catalogos_materiales_peligrosos706","1432","FOSFURO DE SODIO"
"catalogos_materiales_peligrosos707","1433","FOSFUROS ESTANICOS"
"catalogos_materiales_peligrosos708","1435","ZINC CENIZAS DE"
"catalogos_materiales_peligrosos709","1436","ZINC EN POLVO"
"catalogos_materiales_peligrosos710","1437","HIDRURO DE CIRCONIO"
"catalogos_materiales_peligrosos711","1438","NITRATO DE ALUMINIO"
"catalogos_materiales_peligrosos712","1439","DICROMATO DE AMONIO"
"catalogos_materiales_peligrosos713","1442","PERCLORATO DE AMONIO"
"catalogos_materiales_peligrosos714","1444","PERSULFATO DE AMONIO"
"catalogos_materiales_peligrosos715","1445","CLORATO DE BARIO"
"catalogos_materiales_peligrosos716","1446","NITRATO DE BARIO"
"catalogos_materiales_peligrosos717","1447","PERCLORATO DE BARIO"
"catalogos_materiales_peligrosos718","1448","PERMANGANATO DE BARIO"
"catalogos_materiales_peligrosos719","1449","PEROXIDO DE BARIO"
"catalogos_materiales_peligrosos720","1450","BROMATOS INORGANICOS N.E.P."
"catalogos_materiales_peligrosos721","1451","NITRATO DE CESIO"
"catalogos_materiales_peligrosos722","1452","CLORATO DE CALCIO"
"catalogos_materiales_peligrosos723","1453","CLORITO DE CALCIO"
"catalogos_materiales_peligrosos724","1454","NITRATO DE CALCIO"
"catalogos_materiales_peligrosos725","1455","PERCLORATO DE CALCIO"
"catalogos_materiales_peligrosos726","1456","PERMANGANATO DE CALCIO"
"catalogos_materiales_peligrosos727","1457","PEROXIDO DE CALCIO"
"catalogos_materiales_peligrosos728","1458","CLORATO Y BORATO MEZCLA DE"
"catalogos_materiales_peligrosos729","1459","CLORATO Y CLORURO DE MAGNESIO MEZCLA DE"
"catalogos_materiales_peligrosos730","1461","CLORATOS INORGANICOS N.E.P."
"catalogos_materiales_peligrosos731","1462","CLORITOS INORGANICOS N.E.O.N."
"catalogos_materiales_peligrosos732","1463","TRIOXIDO DE CROMO ANHIDRO"
"catalogos_materiales_peligrosos733","1465","NITRATO DE DIDIMIO"
"catalogos_materiales_peligrosos734","1466","NITRATO FERRICO"
"catalogos_materiales_peligrosos735","1467","NITRATO DE GUANIDINA"
"catalogos_materiales_peligrosos736","1469","NITRATO DE PLOMO II"
"catalogos_materiales_peligrosos737","1470","PERCLORATO DE PLOMO"
"catalogos_materiales_peligrosos738","1471","HIPOCLORITO DE LITIO SECO o MEZCLA DE HIPOCLORITO DE LITIO"
"catalogos_materiales_peligrosos739","1472","PEROXIDO DE LITIO"
"catalogos_materiales_peligrosos740","1473","BROMATO DE MAGNESIO"
"catalogos_materiales_peligrosos741","1474","NITRATO DE MAGNESIO"
"catalogos_materiales_peligrosos742","1475","PERCLORATO DE MAGNESIO"
"catalogos_materiales_peligrosos743","1476","PEROXIDO DE MAGNESIO"
"catalogos_materiales_peligrosos744","1477","NITRATOS INORGANICOS N.E.P."
"catalogos_materiales_peligrosos745","1479","SOLIDO COMBURENTE N.E.P."
"catalogos_materiales_peligrosos746","1481","PERCLORATOS INORGANICOS N.E.P."
"catalogos_materiales_peligrosos747","1482","PERMANGANATOS INORGANICOS N.E.P."
"catalogos_materiales_peligrosos748","1483","PERÓXIDOS INORGÁNICOS N.E.P."
"catalogos_materiales_peligrosos749","1484","BROMATO DE POTASIO"
"catalogos_materiales_peligrosos750","1485","CLORATO DE POTASIO"
"catalogos_materiales_peligrosos751","1486","NITRATO DE POTASIO"
"catalogos_materiales_peligrosos752","1487","MEZCLA DE NITRATO DE POTASIO Y NITRITO DE SODIO"
"catalogos_materiales_peligrosos753","1488","NITRITO DE POTASIO"
"catalogos_materiales_peligrosos754","1489","PERCLORATO DE POTASIO"
"catalogos_materiales_peligrosos755","1490","PERMANGANATO DE POTASIO"
"catalogos_materiales_peligrosos756","1491","PEROXIDO DE POTASIO"
"catalogos_materiales_peligrosos757","1492","PERSULFATO DE POTASIO"
"catalogos_materiales_peligrosos758","1493","NITRATO DE PLATA"
"catalogos_materiales_peligrosos759","1494","BROMATO DE SODIO"
"catalogos_materiales_peligrosos760","1495","CLORATO DE SODIO"
"catalogos_materiales_peligrosos761","1496","CLORITO DE SODIO"
"catalogos_materiales_peligrosos762","1498","NITRATO DE SODIO"
"catalogos_materiales_peligrosos763","1499","MEZCLA DE NITRATO DE SODIO Y NITRATO DE POTASIO"
"catalogos_materiales_peligrosos764","1500","NITRITO DE SODIO"
"catalogos_materiales_peligrosos765","1502","PERCLORATO DE SODIO"
"catalogos_materiales_peligrosos766","1503","PERMANGANATO DE SODIO"
"catalogos_materiales_peligrosos767","1504","PEROXIDO DE SODIO"
"catalogos_materiales_peligrosos768","1505","PERSULFATO DE SODIO"
"catalogos_materiales_peligrosos769","1506","CLORATO DE ESTRONCIO"
"catalogos_materiales_peligrosos770","1507","NITRATO DE ESTRONCIO"
"catalogos_materiales_peligrosos771","1508","PERCLORATO DE ESTRONCIO"
"catalogos_materiales_peligrosos772","1509","PEROXIDO DE ESTRONCIO"
"catalogos_materiales_peligrosos773","1510","TETRANITROMETANO"
"catalogos_materiales_peligrosos774","1511","UREA-AGUA OXIGENADA"
"catalogos_materiales_peligrosos775","1512","NITRITO DE ZINC Y AMONIO"
"catalogos_materiales_peligrosos776","1513","CLORATO DE ZINC"
"catalogos_materiales_peligrosos777","1514","NITRATO DE ZINC"
"catalogos_materiales_peligrosos778","1515","PERMANGANATO DE ZINC"
"catalogos_materiales_peligrosos779","1516","PEROXIDO DE ZINC"
"catalogos_materiales_peligrosos780","1517","PICRAMATO DE CIRCONIO HUMEDECIDO con un mínimo de 20% en masa de agua"
"catalogos_materiales_peligrosos781","1541","CIANHIDRINA DE ACETONA ESTABILIZADA"
"catalogos_materiales_peligrosos782","1544","ALCALOIDES SOLIDOS N.E.P. SALES DE ALCALOIDES SOLIDAS N.E.P."
"catalogos_materiales_peligrosos783","1545","ISOTIOCIANATO DE ALILO ESTABILIZADO INHIBIDO"
"catalogos_materiales_peligrosos784","1546","ARSENIATO DE AMONIO"
"catalogos_materiales_peligrosos785","1547","ANILINA"
"catalogos_materiales_peligrosos786","1548","CLORHIDRATO DE ANILINA"
"catalogos_materiales_peligrosos787","1549","ANTIMONIO COMPUESTO INORGANICO SOLIDO DE N.E.P."
"catalogos_materiales_peligrosos788","1550","LACTATO DE ANTIMONIO"
"catalogos_materiales_peligrosos789","1551","TARTRATO DE ANTIMONIO Y POTASIO"
"catalogos_materiales_peligrosos790","1553","ACIDO ARSENOICO LIQUIDO"
"catalogos_materiales_peligrosos791","1554","ACIDO ARSENOICO SOLIDO"
"catalogos_materiales_peligrosos792","1555","BROMURO DE ARSENICO"
"catalogos_materiales_peligrosos793","1556","ARSENICO COMPUESTO LIQUIDO DE N.E.P. INORGANICO en particular arseniatos N.E.P. arsenitos N.E.P. sulfuros de arsénico N.E.P."
"catalogos_materiales_peligrosos794","1557","ARSENICO COMPUESTO SOLIDO DE N.E.P. INORGANICO en particular arseniatos N.E.P. arsenitos N.E.P. sulfuros de arsénico N.E.P."
"catalogos_materiales_peligrosos795","1558","ARSENICO"
"catalogos_materiales_peligrosos796","1559","PENTOXIDO DE ARSENICO"
"catalogos_materiales_peligrosos797","1560","TRICLORURO DE ARSENICO"
"catalogos_materiales_peligrosos798","1561","TRIOXIDO DE ARSENICO"
"catalogos_materiales_peligrosos799","1562","POLVO ARSENICAL"
"catalogos_materiales_peligrosos800","1564","BARIO COMPUESTO DE N.E.P."
"catalogos_materiales_peligrosos801","1565","CIANURO DE BARIO"
"catalogos_materiales_peligrosos802","1566","BERILIO COMPUESTO DE N.E.P."
"catalogos_materiales_peligrosos803","1567","BERILIO EN POLVO"
"catalogos_materiales_peligrosos804","1569","BROMOACETONA"
"catalogos_materiales_peligrosos805","1570","BRUCINA"
"catalogos_materiales_peligrosos806","1571","AZIDA DE BARIO HUMIDIFICADA con un mínimo de 50% en masa de agua"
"catalogos_materiales_peligrosos807","1572","ACIDO CACODILICO"
"catalogos_materiales_peligrosos808","1573","ARSENIATO DE CALCIO"
"catalogos_materiales_peligrosos809","1574","MEZCLAS DE ARSENIATO CALCICO Y ARSENITO CALCICO SOLIDAS"
"catalogos_materiales_peligrosos810","1575","CIANURO DE CALCIO"
"catalogos_materiales_peligrosos811","1577","CLORODINITROBENCENOS LIQUIDOS"
"catalogos_materiales_peligrosos812","1578","CLORONITROBENCENOS"
"catalogos_materiales_peligrosos813","1579","CLORHIDRATO DE 4-CLORO-o-TOLUIDINA"
"catalogos_materiales_peligrosos814","1580","CLOROPICRINA"
"catalogos_materiales_peligrosos815","1581","MEZCLA DE CLOROPICRINA Y BROMURO DE METILO"
"catalogos_materiales_peligrosos816","1582","MEZCLA DE CLOROPICRINA Y CLORURO DE METILO"
"catalogos_materiales_peligrosos817","1583","MEZCLA DE CLOROPICRINA N.E.P."
"catalogos_materiales_peligrosos818","1585","ACETOARSENITO DE COBRE"
"catalogos_materiales_peligrosos819","1586","ARSENITO DE COBRE"
"catalogos_materiales_peligrosos820","1587","CIANURO DE COBRE"
"catalogos_materiales_peligrosos821","1588","CIANUROS INORGANICOS SOLIDOS N.E.P."
"catalogos_materiales_peligrosos822","1589","CLORURO DE CIANOGENO INHIBIDO"
"catalogos_materiales_peligrosos823","1590","DICLOROANILINAS LIQUIDAS"
"catalogos_materiales_peligrosos824","1591","o-DICLOROBENCENO"
"catalogos_materiales_peligrosos825","1593","DICLOROMETANO"
"catalogos_materiales_peligrosos826","1594","SULFATO DE DIETILO"
"catalogos_materiales_peligrosos827","1595","SULFATO DE DIMETILO"
"catalogos_materiales_peligrosos828","1596","DINITROANILINAS"
"catalogos_materiales_peligrosos829","1597","DINITROBENCENOS LIQUIDOS"
"catalogos_materiales_peligrosos830","1598","DINITRO-o-CRESOL"
"catalogos_materiales_peligrosos831","1599","DINITROFENOL EN SOLUCION"
"catalogos_materiales_peligrosos832","1600","DINITROTOLUENOS FUNDIDOS"
"catalogos_materiales_peligrosos833","1601","DESINFECTANTE SOLIDO TOXICO N.E.P."
"catalogos_materiales_peligrosos834","1602","COLORANTE LIQUIDO TOXICO N.E.P. o MATERIA INTERMEDIA LIQUIDA PARA COLORANTE LIQUIDA TOXICA N.E.P."
"catalogos_materiales_peligrosos835","1603","BROMOACETATO DE ETILO"
"catalogos_materiales_peligrosos836","1604","ETILENDIAMINA"
"catalogos_materiales_peligrosos837","1605","DIBROMURO DE ETILENO"
"catalogos_materiales_peligrosos838","1606","ARSENIATO FERRICO"
"catalogos_materiales_peligrosos839","1607","ARSENITO FERRICO"
"catalogos_materiales_peligrosos840","1608","ARSENIATO FERROSO"
"catalogos_materiales_peligrosos841","1611","TETRAFOSFATO DE HEXAETILO"
"catalogos_materiales_peligrosos842","1612","MEZCLA DE TETRAFOSFATO DE HEXAETILO Y GAS COMPRIMIDO"
"catalogos_materiales_peligrosos843","1613","ACIDO CIANHIDRICO EN SOLUCION ACUOSA (CIANURO DE HIDROGENO EN SOLUCION ACUOSA) con no más de 20% ácido cianhídrico"
"catalogos_materiales_peligrosos844","1614","CIANURO DE HIDROGENO ESTABILIZADO con menos de 3% de agua y absorbido en una materia porosa inerte"
"catalogos_materiales_peligrosos845","1616","ACETATO DE PLOMO"
"catalogos_materiales_peligrosos846","1617","ARSENIATOS DE PLOMO"
"catalogos_materiales_peligrosos847","1618","ARSENITOS DE PLOMO"
"catalogos_materiales_peligrosos848","1620","CIANURO DE PLOMO"
"catalogos_materiales_peligrosos849","1621","PURPURA DE LONDRES"
"catalogos_materiales_peligrosos850","1622","ARSENIATO DE MAGNESIO"
"catalogos_materiales_peligrosos851","1623","ARSENIATO DE MERCURIO"
"catalogos_materiales_peligrosos852","1624","CLORURO DE MERCURIO MERCURICO"
"catalogos_materiales_peligrosos853","1625","NITRATO MERCURICO"
"catalogos_materiales_peligrosos854","1626","CIANURO DE MERCURIO Y POTASIO"
"catalogos_materiales_peligrosos855","1627","NITRATO MERCURIOSO"
"catalogos_materiales_peligrosos856","1629","ACETATO DE MERCURIO"
"catalogos_materiales_peligrosos857","1630","CLORURO DE MERCURIO Y AMONIO"
"catalogos_materiales_peligrosos858","1631","BENZOATO DE MERCURIO"
"catalogos_materiales_peligrosos859","1634","BROMUROS DE MERCURIO"
"catalogos_materiales_peligrosos860","1636","CIANURO DE MERCURIO"
"catalogos_materiales_peligrosos861","1637","GLUCONATO DE MERCURIO"
"catalogos_materiales_peligrosos862","1638","YODURO DE MERCURIO"
"catalogos_materiales_peligrosos863","1639","NUCLEATO DE MERCURIO"
"catalogos_materiales_peligrosos864","1640","OLEATO DE MERCURIO"
"catalogos_materiales_peligrosos865","1641","OXIDO DE MERCURIO"
"catalogos_materiales_peligrosos866","1642","OXICIANURO DE MERCURIO DESENSIBILIZADO"
"catalogos_materiales_peligrosos867","1643","YODURO DE MERCURIO Y POTASIO"
"catalogos_materiales_peligrosos868","1644","SALICILATO DE MERCURIO"
"catalogos_materiales_peligrosos869","1645","SULFATO DE MERCURIO"
"catalogos_materiales_peligrosos870","1646","TIOCIANATO DE MERCURIO"
"catalogos_materiales_peligrosos871","1647","BROMURO DE METILO y DIBROMURO DE ETILENO MEZCLAS DE LIQUIDO"
"catalogos_materiales_peligrosos872","1648","ACETONITRILO"
"catalogos_materiales_peligrosos873","1649","MEZCLAS ANTIDETONANTES PARA COMBUSTIBLES DE MOTORES"
"catalogos_materiales_peligrosos874","1650","beta-NAFTILAMINA"
"catalogos_materiales_peligrosos875","1651","NAFTILTIOUREA"
"catalogos_materiales_peligrosos876","1652","NAFTILUREA"
"catalogos_materiales_peligrosos877","1653","CIANURO DE NIQUEL"
"catalogos_materiales_peligrosos878","1654","NICOTINA"
"catalogos_materiales_peligrosos879","1655","COMPUESTOS DE NICOTINA SOLIDOS N.E.P. o PREPARADOS DE NICOTINA SOLIDOS N.E.P."
"catalogos_materiales_peligrosos880","1656","CLORHIDRATO DE NICOTINA líquida o CLORHIDRATO DE NICOTINA EN SOLUCION"
"catalogos_materiales_peligrosos881","1657","SALICILATO DE NICOTINA"
"catalogos_materiales_peligrosos882","1658","SULFATO DE NICOTINA EN SOLUCION"
"catalogos_materiales_peligrosos883","1659","TARTRATO DE NICOTINA"
"catalogos_materiales_peligrosos884","1660","OXIDO NITRICO COMPRIMIDO"
"catalogos_materiales_peligrosos885","1661","NITROANILINAS (o- m- p-)"
"catalogos_materiales_peligrosos886","1662","NITROBENCENO"
"catalogos_materiales_peligrosos887","1663","NITROFENOLES (o- m- p-)"
"catalogos_materiales_peligrosos888","1664","NITROTOLUENOS LIQUIDOS"
"catalogos_materiales_peligrosos889","1665","NITROXILENOS LIQUIDOS"
"catalogos_materiales_peligrosos890","1669","PENTACLOROETANO"
"catalogos_materiales_peligrosos891","1670","PERCLOROMETILMERCAPTANO"
