"id","clave","descripcion"
"catalogos_materiales_peligrosos1196","2049","DIETILBENCENO"
"catalogos_materiales_peligrosos1197","2050","DIISOBUTILENO COMPUESTOS ISOMERICOS DEL"
"catalogos_materiales_peligrosos1198","2051","2‑DIMETILAMINOETANOL"
"catalogos_materiales_peligrosos1199","2052","DIPENTENO"
"catalogos_materiales_peligrosos1200","2053","METILISOBUTILCARBINOL"
"catalogos_materiales_peligrosos1201","2054","MORFOLINA"
"catalogos_materiales_peligrosos1202","2055","ESTIRENO MONOMERO ESTABILIZADO"
"catalogos_materiales_peligrosos1203","2056","TETRAHIDROFURANO"
"catalogos_materiales_peligrosos1204","2057","TRIPROPILENO"
"catalogos_materiales_peligrosos1205","2058","VALERILALDEHIDO"
"catalogos_materiales_peligrosos1206","2059","NITROCELULOSA EN SOLUCION INFLAMABLE con no más de 126% en masa de nitrógeno y no más de 55% de nitrocelulosa"
"catalogos_materiales_peligrosos1207","2067","ABONOS A BASE DE NITRATO DE AMONICO"
"catalogos_materiales_peligrosos1208","2071","ABONOS A BASE DE NITRATO DE AMONICO"
"catalogos_materiales_peligrosos1209","2073","AMONIACO EN SOLUCION acuosa de densidad relativa inferior a 0880 a 15°C con más de 35% pero no más de 50% de amoníaco"
"catalogos_materiales_peligrosos1210","2074","ACRILAMIDA SOLIDA"
"catalogos_materiales_peligrosos1211","2075","CLORAL ANHIDRO ESTABILIZADO"
"catalogos_materiales_peligrosos1212","2076","CRESOLES LIQUIDOS"
"catalogos_materiales_peligrosos1213","2077","alfa-NAFTILAMINA"
"catalogos_materiales_peligrosos1214","2078","DIISOCIANATO DE TOLUENO véase"
"catalogos_materiales_peligrosos1215","2079","DIETILENTRIAMINA"
"catalogos_materiales_peligrosos1216","2186","CLORURO DE HIDROGENO LIQUIDO REFRIGERADO"
"catalogos_materiales_peligrosos1217","2187","DIOXIDO DE CARBONO LIQUIDO REFRIGERADO"
"catalogos_materiales_peligrosos1218","2188","ARSINA"
"catalogos_materiales_peligrosos1219","2189","DICLOROSILANO"
"catalogos_materiales_peligrosos1220","2190","DIFLUORURO DE OXÍGENO COMPRIMIDO"
"catalogos_materiales_peligrosos1221","2191","FLUORURO DE SULFURILO"
"catalogos_materiales_peligrosos1222","2192","GERMANIO"
"catalogos_materiales_peligrosos1223","2193","HEXAFLUORETANO (GAS REFRIGERANTE R 116)"
"catalogos_materiales_peligrosos1224","2194","HEXAFLUORURO DE SELENIO"
"catalogos_materiales_peligrosos1225","2195","HEXAFLUORURO DE TELURIO"
"catalogos_materiales_peligrosos1226","2196","HEXAFLUORURO DE TUNGSTENO"
"catalogos_materiales_peligrosos1227","2197","YODURO DE HIDROGENO ANHIDRO"
"catalogos_materiales_peligrosos1228","2198","PENTAFLUORURO DE FOSFORO"
"catalogos_materiales_peligrosos1229","2199","FOSFAMINA (FOSFINA)"
"catalogos_materiales_peligrosos1230","2200","PROPADIENO ESTABILIZADO"
"catalogos_materiales_peligrosos1231","2201","OXIDO NITROSO LIQUIDO REFRIGERADO"
"catalogos_materiales_peligrosos1232","2202","SELENIURO DE HIDROGENO ANHIDRO"
"catalogos_materiales_peligrosos1233","2203","SILANO"
"catalogos_materiales_peligrosos1234","2204","SULFURO DE CARBONILO"
"catalogos_materiales_peligrosos1235","2205","ADIPONITRILO"
"catalogos_materiales_peligrosos1236","2206","ISOCIANATOS TOXICOS N.E.P. o ISOCIANATOS EN SOLUCION TOXICOS N.E.P."
"catalogos_materiales_peligrosos1237","2208","HIPOCLORITO DE CALCICO EN MEZCLA SECA con más de 10% pero no más de 39% de cloro activo"
"catalogos_materiales_peligrosos1238","2209","FORMALDEHIDO EN SOLUCION con un mínimo del 25% de formaldehído"
"catalogos_materiales_peligrosos1239","2210","MANEB o PREPARADOS DE MANEB con un mínimo de 60% de maneb"
"catalogos_materiales_peligrosos1240","2211","POLIMERO EN BOLITAS DILATABLES que desprenden vapores inflamables"
"catalogos_materiales_peligrosos1241","2212","ASBESTO AZUL (crocidolita) o ASBESTO MARRÓN
 (amosita misorita)"
"catalogos_materiales_peligrosos1242","2213","PARAFORMALDEHIDO"
"catalogos_materiales_peligrosos1243","2214","ANHIDRIDO FTALICO con más de 005% de anhídrido maleico"
"catalogos_materiales_peligrosos1244","2215","ANHIDRIDO MALEICO"
"catalogos_materiales_peligrosos1245","2216","HARINA DE PESCADO (DESECHOS DE PESCADO) ESTABILIZADA"
"catalogos_materiales_peligrosos1246","2217","TORTA OLEAGINOSA con el 15% de aceite y el 11% de humedad como máximo"
"catalogos_materiales_peligrosos1247","2218","ACIDO ACRILICO ESTABILIZADO"
"catalogos_materiales_peligrosos1248","2219","ETER ALILGLICIDILICO (ALIL GLICIDIL ETER)"
"catalogos_materiales_peligrosos1249","2222","ANISOL"
"catalogos_materiales_peligrosos1250","2224","BENZONITRILO"
"catalogos_materiales_peligrosos1251","2225","CLORURO DE BENCENOSULFONILO"
"catalogos_materiales_peligrosos1252","2226","BENZOTRICLORURO"
"catalogos_materiales_peligrosos1253","2227","METACRILATO DE n-BUTILO ESTABILIZADO"
"catalogos_materiales_peligrosos1254","2232","2‑CLOROETANAL"
"catalogos_materiales_peligrosos1255","2233","CLOROANISIDINAS"
"catalogos_materiales_peligrosos1256","2234","CLOROBENZOTRIFLUORUROS"
"catalogos_materiales_peligrosos1257","2235","CLORUROS DE CLOROBENCILO LIQUIDOS"
"catalogos_materiales_peligrosos1258","2236","ISOCIANATO DE 3-CLORO-4-METILFENILOLIQUIDO"
"catalogos_materiales_peligrosos1259","2237","CLORONITROANILINAS"
"catalogos_materiales_peligrosos1260","2238","CLOROTOLUENOS"
"catalogos_materiales_peligrosos1261","2239","CLOROTOLUIDINAS SOLIDAS"
"catalogos_materiales_peligrosos1262","2240","ACIDO CROMOSULFURICO"
"catalogos_materiales_peligrosos1263","2241","CICLOHEPTANO"
"catalogos_materiales_peligrosos1264","2242","CICLOHEPTENO"
"catalogos_materiales_peligrosos1265","2243","ACETATO DE CICLOHEXILO"
"catalogos_materiales_peligrosos1266","2244","CICLOPENTANOL"
"catalogos_materiales_peligrosos1267","2245","CICLOPENTANONA"
"catalogos_materiales_peligrosos1268","2246","CICLOPENTENO"
"catalogos_materiales_peligrosos1269","2247","n-DECANO"
"catalogos_materiales_peligrosos1270","2248","DI-n-BUTILAMINA"
"catalogos_materiales_peligrosos1271","2249","ETER DICLORODIMETILICO SIMETRICO"
"catalogos_materiales_peligrosos1272","2250","ISOCIANATOS DE DICLOROFENILO"
"catalogos_materiales_peligrosos1273","2251","BICICLO [2.2.1] HEPTA‑25‑DIENO ESTABILIZADO (25-NORBORNADIENO ESTABILIZADO)"
"catalogos_materiales_peligrosos1274","2252","12-DIMETOXIETANO"
"catalogos_materiales_peligrosos1275","2253","NN-DIMETILANILINA"
"catalogos_materiales_peligrosos1276","2254","FOSFOROS RESISTENTES AL VIENTO"
"catalogos_materiales_peligrosos1277","2256","CICLOHEXENO"
"catalogos_materiales_peligrosos1278","2257","POTASIO"
"catalogos_materiales_peligrosos1279","2258","12-PROPILENDIAMINA"
"catalogos_materiales_peligrosos1280","2259","TRIETILENTETRAMINA"
"catalogos_materiales_peligrosos1281","2260","TRIPROPILAMINA"
"catalogos_materiales_peligrosos1282","2261","XILENOLES SOLIDOS"
"catalogos_materiales_peligrosos1283","2262","CLORURO DE DIMETILCARBAMOILO"
"catalogos_materiales_peligrosos1284","2263","DIMETILCICLOHEXANOS"
"catalogos_materiales_peligrosos1285","2264","NN DIMETIL-CICLOHEXILAMINA"
"catalogos_materiales_peligrosos1286","2265","NN-DIMETILFORMAMIDA"
"catalogos_materiales_peligrosos1287","2266","DIMETIL-N-PROPILAMINA"
"catalogos_materiales_peligrosos1288","2267","CLORURO DE DIMETILTIOFOSFORILO"
"catalogos_materiales_peligrosos1289","2269","33' IMINODIPROPILAMINA"
"catalogos_materiales_peligrosos1290","2270","ETILAMINA EN SOLUCION ACUOSA con no menos de 50% pero no más de 70% de etilamina"
"catalogos_materiales_peligrosos1291","2271","ETILAMILCETONA"
"catalogos_materiales_peligrosos1292","2272","N-ETILANILINA"
"catalogos_materiales_peligrosos1293","2273","2-ETILANILINA"
"catalogos_materiales_peligrosos1294","2274","N-ETIL-N-BENCILANILINA"
"catalogos_materiales_peligrosos1295","2275","2-ETILBUTANOL"
"catalogos_materiales_peligrosos1296","2276","2-ETILHEXILAMINA"
"catalogos_materiales_peligrosos1297","2277","METACRILATO DE ETILO ESTABILIZADO"
"catalogos_materiales_peligrosos1298","2278","n-HEPTENO"
"catalogos_materiales_peligrosos1299","2279","HEXACLOROBUTADIENO"
"catalogos_materiales_peligrosos1300","2280","HEXAMETILENDIAMINA SOLIDA"
"catalogos_materiales_peligrosos1301","2281","DIISOCIANATO DE HEXAMETILENO"
"catalogos_materiales_peligrosos1302","2282","HEXANOLES"
"catalogos_materiales_peligrosos1303","2283","METACRILATO DE ISOBUTILO ESTABILIZADO"
"catalogos_materiales_peligrosos1304","2284","ISOBUTIRONITRILO"
"catalogos_materiales_peligrosos1305","2285","ISOCIANATOBENZOTRIFLUORUROS"
"catalogos_materiales_peligrosos1306","2286","PENTAMETILHEPTANO"
"catalogos_materiales_peligrosos1307","2287","ISOHEPTENOS"
"catalogos_materiales_peligrosos1308","2288","ISOHEXENOS"
"catalogos_materiales_peligrosos1309","2289","ISOFORONDIAMINA"
"catalogos_materiales_peligrosos1310","2290","DIISOCIANATO DE ISOFORONA"
"catalogos_materiales_peligrosos1311","2291","COMPUESTO DE PLOMO SOLUBLE N.E.P."
"catalogos_materiales_peligrosos1312","2293","4-METOXI-4-METIL-2-PENTANONA"
"catalogos_materiales_peligrosos1313","2294","N-METILANILINA"
"catalogos_materiales_peligrosos1314","2295","CLOROACETATO DE METILO"
"catalogos_materiales_peligrosos1315","2296","METILCICLOHEXANO"
"catalogos_materiales_peligrosos1316","2297","METILCICLOHEXANONA"
"catalogos_materiales_peligrosos1317","2298","METILCICLOPENTANO"
"catalogos_materiales_peligrosos1318","2299","DICLOROACETATO DE METILO"
"catalogos_materiales_peligrosos1319","2300","2-METIL-5-ETILPIRIDINA"
"catalogos_materiales_peligrosos1320","2301","2-METILFURANO"
"catalogos_materiales_peligrosos1321","2302","5-METIL-2-HEXANONA"
"catalogos_materiales_peligrosos1322","2303","ISOPROPENILBENCENO"
"catalogos_materiales_peligrosos1323","2304","NAFTALENO FUNDIDO"
"catalogos_materiales_peligrosos1324","2305","ACIDO NITROBENCENOSULFONICO"
"catalogos_materiales_peligrosos1325","2306","NITROBENZOTRIFLUORUROS LIQUIDOS"
"catalogos_materiales_peligrosos1326","2307","3-NITRO-4-CLOROBENZOTRIFLUORURO"
"catalogos_materiales_peligrosos1327","2308","ACIDO NITROSILSULFURICO LIQUIDO"
"catalogos_materiales_peligrosos1328","2309","OCTADIENO"
"catalogos_materiales_peligrosos1329","2310","PENTANO‑24‑DIENO"
"catalogos_materiales_peligrosos1330","2311","FENETIDINAS"
"catalogos_materiales_peligrosos1331","2312","FENOL FUNDIDO"
"catalogos_materiales_peligrosos1332","2313","PICOLINAS"
"catalogos_materiales_peligrosos1333","2315","DIFENILOS POLICLORADOS LIQUIDOS"
"catalogos_materiales_peligrosos1334","2316","CUPROCIANURO DE SODIO SOLIDO"
"catalogos_materiales_peligrosos1335","2317","CUPROCIANURO DE SODIO EN SOLUCION"
"catalogos_materiales_peligrosos1336","2318","HIDROSULFURO DE SODIO (SULFHIDRATO SODIO) con menos de 25% de agua de cristalización"
"catalogos_materiales_peligrosos1337","2319","HIDROCARBUROS TERPENICOS N.E.P."
"catalogos_materiales_peligrosos1338","2320","TETRAETILENPENTAMINA"
"catalogos_materiales_peligrosos1339","2321","TRICLOROBENCENOS LIQUIDOS"
"catalogos_materiales_peligrosos1340","2322","TRICLOROBUTENO"
"catalogos_materiales_peligrosos1341","2323","FOSFITO TRIETILICO"
"catalogos_materiales_peligrosos1342","2324","TRIISOBUTILENO"
"catalogos_materiales_peligrosos1343","2325","135-TRIMETILBENCENO"
"catalogos_materiales_peligrosos1344","2326","TRIMETILCICLOHEXILAMINA"
"catalogos_materiales_peligrosos1345","2327","TRIMETILHEXAMETILENDIAMINAS"
"catalogos_materiales_peligrosos1346","2328","DIISOCIANATO TRIMETILHEXAMETILENO"
"catalogos_materiales_peligrosos1347","2329","FOSFITO DE TRIMETILO"
"catalogos_materiales_peligrosos1348","2330","UNDECANO"
"catalogos_materiales_peligrosos1349","2331","CLORURO DE ZINC ANHIDRO"
"catalogos_materiales_peligrosos1350","2332","ACETALDOXIMA"
"catalogos_materiales_peligrosos1351","2333","ACETATO DE ALILO"
"catalogos_materiales_peligrosos1352","2334","ALILAMINA"
"catalogos_materiales_peligrosos1353","2335","ALIL ETIL ETER"
"catalogos_materiales_peligrosos1354","2336","FORMIATO DE ALILO"
"catalogos_materiales_peligrosos1355","2337","FENILMERCAPTANO"
"catalogos_materiales_peligrosos1356","2338","BENZOTRIFLUORURO"
"catalogos_materiales_peligrosos1357","2339","2-BROMOBUTANO"
"catalogos_materiales_peligrosos1358","2340","2-BROMOETIL ETIL ETER"
"catalogos_materiales_peligrosos1359","2341","1-BROMO-3-METILBUTANO"
"catalogos_materiales_peligrosos1360","2342","BROMOMETILPROPANOS"
"catalogos_materiales_peligrosos1361","2343","2-BROMOPENTANO"
"catalogos_materiales_peligrosos1362","2344","BROMOPROPANOS"
"catalogos_materiales_peligrosos1363","2345","3-BROMOPROPINO"
"catalogos_materiales_peligrosos1364","2346","BUTANODIONA"
"catalogos_materiales_peligrosos1365","2347","BUTILMERCAPTANO"
"catalogos_materiales_peligrosos1366","2348","ACRILATOS DE BUTILO ESTABILIZADOS"
"catalogos_materiales_peligrosos1367","2350","BUTIL METIL ETER"
"catalogos_materiales_peligrosos1368","2351","NITRITOS DE BUTILO"
"catalogos_materiales_peligrosos1369","2352","BUTIL VINIL ETER ESTABILIZADO"
"catalogos_materiales_peligrosos1370","2353","CLORURO DE BUTIRILO"
"catalogos_materiales_peligrosos1371","2354","CLOROMETIL ETIL ETER"
"catalogos_materiales_peligrosos1372","2356","2-CLOROPROPANO"
"catalogos_materiales_peligrosos1373","2357","CICLOHEXILAMINA"
"catalogos_materiales_peligrosos1374","2358","CICLOOCTATETRAENO"
"catalogos_materiales_peligrosos1375","2359","DIALILAMINA"
"catalogos_materiales_peligrosos1376","2360","ETER DIALILICO"
"catalogos_materiales_peligrosos1377","2361","DIISOBUTILAMINA"
"catalogos_materiales_peligrosos1378","2362","11-DICLOROETANO"
"catalogos_materiales_peligrosos1379","2363","ETILMERCAPTANO"
"catalogos_materiales_peligrosos1380","2364","n-PROPILBENCENO"
"catalogos_materiales_peligrosos1381","2366","CARBONATO DE DIETILO"
"catalogos_materiales_peligrosos1382","2367","alfa-METILVALERALDEHIDO"
"catalogos_materiales_peligrosos1383","2368","alfa-PINENO"
"catalogos_materiales_peligrosos1384","2370","1-HEXENO"
"catalogos_materiales_peligrosos1385","2371","ISOPENTENOS"
"catalogos_materiales_peligrosos1386","2372","12-DI-(DIMETILAMINO) ETANO"
"catalogos_materiales_peligrosos1387","2373","DIETOXIMETANO"
"catalogos_materiales_peligrosos1388","2374","33-DIETOXIPROPENO"
"catalogos_materiales_peligrosos1389","2375","SULFURO DE DIETILO"
"catalogos_materiales_peligrosos1390","2376","23-DIHIDROPIRANO"
"catalogos_materiales_peligrosos1391","2377","11-DIMETOXIETANO"
"catalogos_materiales_peligrosos1392","2378","2-DIMETILAMINOACETONITRILO"
"catalogos_materiales_peligrosos1393","2379","13-DIMETILBUTILAMINA"
"catalogos_materiales_peligrosos1394","2380","DIMETILDIETOXISILANO"
"catalogos_materiales_peligrosos1395","2381","DISULFURO DE DIMETILO"
"catalogos_materiales_peligrosos1396","2382","DIMETILHIDRAZINA SIMETRICA"
"catalogos_materiales_peligrosos1397","2383","DIPROPILAMINA"
"catalogos_materiales_peligrosos1398","2384","ETER DI-n-PROPILICO"
"catalogos_materiales_peligrosos1399","2385","ISOBUTIRATO DE ETILO"
"catalogos_materiales_peligrosos1400","2386","1-ETILPIPERIDINA"
"catalogos_materiales_peligrosos1401","2387","FLUOROBENCENO"
"catalogos_materiales_peligrosos1402","2388","FLUOROTOLUENOS"
"catalogos_materiales_peligrosos1403","2389","FURANO"
"catalogos_materiales_peligrosos1404","2390","2-YODOBUTANO"
"catalogos_materiales_peligrosos1405","2391","YODOMETILPROPANOS"
"catalogos_materiales_peligrosos1406","2392","YODOPROPANOS"
"catalogos_materiales_peligrosos1407","2393","FORMIATO DE ISOBUTILO"
"catalogos_materiales_peligrosos1408","2394","PROPIONATO DE ISOBUTILO"
"catalogos_materiales_peligrosos1409","2395","CLORURO DE ISOBUTIRILO"
"catalogos_materiales_peligrosos1410","2396","METACRILALDEHIDO ESTABILIZADO"
"catalogos_materiales_peligrosos1411","2397","3-METIL-2-BUTANONA"
"catalogos_materiales_peligrosos1412","2398","METIL-terc-BUTILETER"
"catalogos_materiales_peligrosos1413","2399","1-METILPIPERIDINA"
"catalogos_materiales_peligrosos1414","2400","ISOVALERATO DE METILO"
"catalogos_materiales_peligrosos1415","2401","PIPERIDINA"
"catalogos_materiales_peligrosos1416","2402","PROPANOTIOLES"
"catalogos_materiales_peligrosos1417","2403","ACETATO DE ISOPROPENILO"
"catalogos_materiales_peligrosos1418","2404","PROPIONITRILO"
"catalogos_materiales_peligrosos1419","2405","BUTIRATO DE ISOPROPILO"
"catalogos_materiales_peligrosos1420","2406","ISOBUTIRATO DE ISOPROPILO"
"catalogos_materiales_peligrosos1421","2407","CLOROFORMIATO DE ISOPROPILO"
"catalogos_materiales_peligrosos1422","2409","PROPIONATO DE ISOPROPILO"
"catalogos_materiales_peligrosos1423","2410","1236-TETRAHIDROPIRIDINA"
"catalogos_materiales_peligrosos1424","2411","BUTIRONITRILO"
"catalogos_materiales_peligrosos1425","2412","TETRAHIDROTIOFENO"
"catalogos_materiales_peligrosos1426","2413","ORTOTITANATO TETRAPROPILICO"
"catalogos_materiales_peligrosos1427","2414","TIOFENO"
"catalogos_materiales_peligrosos1428","2416","BORATO DE TRIMETILO"
"catalogos_materiales_peligrosos1429","2417","FLUORURO DE CARBONILO"
"catalogos_materiales_peligrosos1430","2418","TETRAFLUORURO DE AZUFRE"
"catalogos_materiales_peligrosos1431","2419","BROMOTRIFLUORETILENO"
"catalogos_materiales_peligrosos1432","2420","HEXAFLUOROACETONA"
"catalogos_materiales_peligrosos1433","2421","TRIOXIDO DE NITROGENO"
"catalogos_materiales_peligrosos1434","2422","2-OCTAFLUOBUTENO (GAS REFRIGERANTE R 1318)"
"catalogos_materiales_peligrosos1435","2424","OCTAFLUOROPROPANO (GAS REFRIGERANTE R 218)"
"catalogos_materiales_peligrosos1436","2426","NITRATO DE AMONIO LIQUIDO (en solución concentrada caliente)"
"catalogos_materiales_peligrosos1437","2427","CLORATO DE POTASIO EN SOLUCION ACUOSA"
"catalogos_materiales_peligrosos1438","2428","CLORATO DE SODIO EN SOLUCION ACUOSA"
"catalogos_materiales_peligrosos1439","2429","CLORATO DE CALCIO EN SOLUCION ACUOSA"
"catalogos_materiales_peligrosos1440","2430","ALQUILFENOLES SOLIDOS N.E.P. (incluidos los homólogos C2-C12)"
"catalogos_materiales_peligrosos1441","2431","ANISIDINAS"
"catalogos_materiales_peligrosos1442","2432","NN-DIETILANILINA"
"catalogos_materiales_peligrosos1443","2433","CLORONITROTOLUENOS LIQUIDOS"
"catalogos_materiales_peligrosos1444","2434","DIBENCILDICLOROSILANO"
"catalogos_materiales_peligrosos1445","2435","ETILFENILDICLOROSILANO"
"catalogos_materiales_peligrosos1446","2436","ACIDO TIOACETICO"
"catalogos_materiales_peligrosos1447","2437","METILFENILDICLOROSILANO"
"catalogos_materiales_peligrosos1448","2438","CLORURO DE TRIMETILACETILO"
"catalogos_materiales_peligrosos1449","2439","HIDROGENODIFLUORURO DE SODIO"
"catalogos_materiales_peligrosos1450","2440","CLORURO ESTANICO PENTAHIDRATADO"
"catalogos_materiales_peligrosos1451","2441","TRICLORURO DE TITANIO PIROFORICO o TRICLORURO DE TITANIO PIROFORICO EN MEZCLA"
"catalogos_materiales_peligrosos1452","2442","CLORURO DE TRICLOROACETILO"
"catalogos_materiales_peligrosos1453","2443","OXITRICLORURO DE VANADIO"
"catalogos_materiales_peligrosos1454","2444","TETRACLORURO DE VANADIO"
"catalogos_materiales_peligrosos1455","2446","NITROCRESOLES SOLIDO"
"catalogos_materiales_peligrosos1456","2447","FOSFORO BLANCO FUNDIDO"
"catalogos_materiales_peligrosos1457","2448","AZUFRE FUNDIDO"
"catalogos_materiales_peligrosos1458","2451","TRIFLUORURO DE NITROGENO"
"catalogos_materiales_peligrosos1459","2452","ETILACETILENO ESTABILIZADO"
"catalogos_materiales_peligrosos1460","2453","FLUORURO DE ETILO (GAS REFRIGERANTE R 161)"
"catalogos_materiales_peligrosos1461","2454","FLUORURO DE METILO (GAS REFRIGERANTE R 41)"
"catalogos_materiales_peligrosos1462","2455","NITRITO DE METILO"
"catalogos_materiales_peligrosos1463","2456","2-CLOROPROPENO"
"catalogos_materiales_peligrosos1464","2457","23-DIMETILBUTANO"
"catalogos_materiales_peligrosos1465","2458","HEXADIENO"
"catalogos_materiales_peligrosos1466","2459","2-METIL-1-BUTENO"
"catalogos_materiales_peligrosos1467","2460","2-METIL-2-BUTENO"
"catalogos_materiales_peligrosos1468","2461","METILPENTADIENO"
"catalogos_materiales_peligrosos1469","2463","HIDRURO DE ALUMINICO"
"catalogos_materiales_peligrosos1470","2464","NITRATO DE BERILIO"
"catalogos_materiales_peligrosos1471","2465","ACIDO DICLOROISOCIANURICO SECO o ACIDO DICLOROISOCIANURICO SALES DEL"
"catalogos_materiales_peligrosos1472","2466","SUPEROXIDO DE POTASIO"
"catalogos_materiales_peligrosos1473","2468","ACIDO TRICLOROISOCIANURICO SECO"
"catalogos_materiales_peligrosos1474","2469","BROMATO DE ZINC"
"catalogos_materiales_peligrosos1475","2470","FENILACETONITRILO LIQUIDO"
"catalogos_materiales_peligrosos1476","2471","TETROXIDO DE OSMIO"
"catalogos_materiales_peligrosos1477","2473","ARSANILATO DE SODIO"
"catalogos_materiales_peligrosos1478","2474","TIOFOSGENO"
"catalogos_materiales_peligrosos1479","2475","TRICLORURO DE VANADIO"
"catalogos_materiales_peligrosos1480","2477","ISOTIOCIANATO DE METILO"
"catalogos_materiales_peligrosos1481","2478","ISOCIANATOS INFLAMABLES TOXICOS N.E.P. o ISOCIANATOS EN SOLUCION INFLAMABLES TOXICOS N.E.P."
"catalogos_materiales_peligrosos1482","2480","ISOCIANATO DE METILO"
"catalogos_materiales_peligrosos1483","2481","ISOCIANATO DE ETILO"
"catalogos_materiales_peligrosos1484","2482","ISOCIANATO DE n-PROPILO"
"catalogos_materiales_peligrosos1485","2483","ISOCIANATO DE ISOPROPILO"
"catalogos_materiales_peligrosos1486","2484","ISOCIANATO DE terc-BUTILO"
"catalogos_materiales_peligrosos1487","2485","ISOCIANATO DE n-BUTILO"
"catalogos_materiales_peligrosos1488","2486","ISOCIANATO DE ISOBUTILO"
"catalogos_materiales_peligrosos1489","2487","ISOCIANATO DE FENILO"
"catalogos_materiales_peligrosos1490","2488","ISOCIANATO DE CICLOHEXILO"
"catalogos_materiales_peligrosos1491","2490","ETER DICLOROISOPROPíLICO"
"catalogos_materiales_peligrosos1492","2491","ETANOLAMINA o ETANOLAMINA EN SOLUCION"
"catalogos_materiales_peligrosos1493","2493","HEXAMETILENIMINA"
"catalogos_materiales_peligrosos1494","2495","PENTAFLUORURO DE YODO"
"catalogos_materiales_peligrosos1495","2496","ANHIDRIDO PROPIONICO"
"catalogos_materiales_peligrosos1496","2498","1236-TETRAHIDROBENZALDEHIDO"
"catalogos_materiales_peligrosos1497","2501","OXIDO DE TRI-(1-AZIRIDINIL) FOSFINA EN SOLUCION"
"catalogos_materiales_peligrosos1498","2502","CLORURO DE VALERILO"
"catalogos_materiales_peligrosos1499","2503","TETRACLORURO DE CIRCONIO"
"catalogos_materiales_peligrosos1500","2504","TETRABROMOETANO"
"catalogos_materiales_peligrosos1501","2505","FLUORURO DE AMONIO"
"catalogos_materiales_peligrosos1502","2506","SULFATO ACIDO DE AMONIO"
"catalogos_materiales_peligrosos1503","2507","ACIDO CLOROPLATINICO SOLIDO"
"catalogos_materiales_peligrosos1504","2508","PENTACLORURO DE MOLIBDENO"
"catalogos_materiales_peligrosos1505","2509","SULFATO ACIDO DE POTASIO"
"catalogos_materiales_peligrosos1506","2511","ACIDO 2‑CLOROPROPIONICO"
"catalogos_materiales_peligrosos1507","2512","AMINOFENOLES (o- m- p-)"
"catalogos_materiales_peligrosos1508","2513","BROMURO DE BROMOACETILO"
"catalogos_materiales_peligrosos1509","2514","BROMOBENCENO"
"catalogos_materiales_peligrosos1510","2515","BROMOFORMO"
"catalogos_materiales_peligrosos1511","2516","TETRABROMURO DE CARBONO"
"catalogos_materiales_peligrosos1512","2517","1‑CLORO‑11‑DIFLUOROETANO (GAS REFRIGERANTE R 142 b)"
"catalogos_materiales_peligrosos1513","2518","159-CICLODODECATRIENO"
"catalogos_materiales_peligrosos1514","2520","CICLOOCTADIENOS"
"catalogos_materiales_peligrosos1515","2521","DICETENO ESTABILIZADO"
"catalogos_materiales_peligrosos1516","2522","METACRILATO DE 2-DIMETILAMINOETILICO"
"catalogos_materiales_peligrosos1517","2524","ORTOFORMIATO DE ETILO"
"catalogos_materiales_peligrosos1518","2525","OXALATO DE ETILO"
"catalogos_materiales_peligrosos1519","2526","FURFURILAMINA"
"catalogos_materiales_peligrosos1520","2527","ACRILATO DE ISOBUTILO ESTABILIZADO"
"catalogos_materiales_peligrosos1521","2528","ISOBUTIRATO DE ISOBUTILO"
"catalogos_materiales_peligrosos1522","2529","ACIDO ISOBUTIRICO"
"catalogos_materiales_peligrosos1523","2531","ACIDO METACRILICO ESTABILIZADO"
"catalogos_materiales_peligrosos1524","2533","TRICLOROACETATO DE METILO"
"catalogos_materiales_peligrosos1525","2534","METILCLOROSILANO"
"catalogos_materiales_peligrosos1526","2535","4-METILMORFOLINA (N‑METILMORFOLINA)"
"catalogos_materiales_peligrosos1527","2536","METILTETRAHIDROFURANO"
"catalogos_materiales_peligrosos1528","2538","NITRONAFTALENO"
"catalogos_materiales_peligrosos1529","2541","TERPINOLENO"
"catalogos_materiales_peligrosos1530","2542","TRIBUTILAMINA"
"catalogos_materiales_peligrosos1531","2545","HAFNIO EN POLVO SECO"
"catalogos_materiales_peligrosos1532","2546","TITANIO EN POLVO SECO"
"catalogos_materiales_peligrosos1533","2547","SUPEROXIDO DE  SODIO"
"catalogos_materiales_peligrosos1534","2548","PENTAFLUORURO DE CLORO"
"catalogos_materiales_peligrosos1535","2552","HIDRATO DE HEXAFLUORACETONA LIQUIDO"
"catalogos_materiales_peligrosos1536","2554","CLORURO DE METILALILO"
"catalogos_materiales_peligrosos1537","2555","NITROCELULOSA  CON no menos de 25% en masa de AGUA."
"catalogos_materiales_peligrosos1538","2556","NITROCELULOSA CON no menos de 25% en masa de ALCOHOL y un máximo de 126% en masa seca de nitrógeno"
"catalogos_materiales_peligrosos1539","2557","NITROCELULOSA con no menos de 126% en masa seca de nitrógeno MEZCLA CON o SIN PLASTIFICANTE CON o SIN PIGMENTO"
"catalogos_materiales_peligrosos1540","2558","EPIBROMHIDRINA"
"catalogos_materiales_peligrosos1541","2560","2-METIL-2-PENTANOL"
"catalogos_materiales_peligrosos1542","2561","3-METIL-1-BUTENO"
"catalogos_materiales_peligrosos1543","2564","ACIDO TRICLOROACETICO EN SOLUCION"
"catalogos_materiales_peligrosos1544","2565","DICICLOHEXILAMINA"
